,title,company,salary,summary,location,Experience
153,Mid-Level Software Developer,CACI,,"Responsible for troubleshooting and resolving system software defects.
Responsible for the design, development and implementation of software features using…","Washington, DC 20005 (Logan Circle area)",2
154,Software Engineer (Skill Level 1),LOCKHEED MARTIN CORPORATION,"$3,000 a week","Utilizes software development and software design methodologies appropriate to the development environment.
Write or review software and system documentation.","Annapolis Junction, MD 20701",6
155,Software Developer,Council on Dairy Cattle Breeding,"From $65,000 a year","Report and document bugs found during software development test.
Bachelor’s degree in computer science, software engineering, or a related field.","Bowie, MD 20716•Temporarily Remote",7
156,Entry Level Software Developer,Jacobs,,"Provide software process management and configuration management throughout the software development life cycle.
Must be willing to travel as needed.","Springfield, VA 22151",4
157,"Pega Application Developer, Mid","Quadrint, Inc.",,"Ability to access a system for which federal law requires U.S.
Citizenship, and the ability to obtain/maintain a security clearance is required.","Washington, DC 20535 (Downtown area)",2
158,Curriculum Developer - Customer Care,Frontpoint Security Solutions LLC,,"Familiar with tools: Working Knowledge of Adobe Captivate, Brainshark, or any other instructional design/eLearning software is preferred.","Vienna, VA 22182•Remote",4
159,Microsoft Collaboration Package Consultant,IBM,,Our team takes on the challenge of designing developing and re-engineering highly complex application components and integrating software packages using various…,"Washington, DC 20001 (Swampoodle area)",7
160,SOFTWARE DEVELOPER - ALL LEVELS!,Darkblade Systems Corporation,,"Security Clearance: * *TS/SCI WITH FULL SCOPE POLYGRAPH*.
Experience with developing/coding solution includes C++, Python, and MATLAB.","Tysons Corner, VA",4
161,QA Software Tester,PharmD Live,,"Able to analyze software and system, to overt risk and prevent software issues.
As a Software Tester, you will be expected to conduct automated and manual tests…","Washington, DC•Remote",5
162,iOS / Android Developer,Taoti,"$250,000 a year","Taoti Creative is looking for a *iOS / Android App Developer (PART TIME/Contract)*.
This would be likely be a part time position on a contracted basis.","Washington, DC 20003 (Capitol Hill area)•Remote",4
163,Mid-Level Software Developer,CACI,,"Responsible for troubleshooting and resolving system software defects.
Responsible for the design, development and implementation of software features using…","Washington, DC 20005 (Logan Circle area)",3
164,Software Engineer (Skill Level 1),LOCKHEED MARTIN CORPORATION,"$3,000 a week","Utilizes software development and software design methodologies appropriate to the development environment.
Write or review software and system documentation.","Annapolis Junction, MD 20701",3
165,Microsoft Power Platform Developer,"Harmonia Holdings Group, LLC",,"Perform analysis, design, development, testing, and debugging of custom developed software in client facing engagements.","Washington, DC 20520 (Foggy Bottom area)•Temporarily Remote",1
166,Junior Software Developer,Engineering Software and Network Services (ESNS),"$65,000 - $70,000 a year","Track and manage system performance and identify ways to optimize performance.
Research and identify new tools that can improve the overall system and services.","Washington, DC+1 location•Temporarily Remote",4
167,Staff Software Backend Engineer,Clari,,"Clari uses AI and automation to drive growth and retention for high-performing revenue teams.
We develop Enterprise SaaS products, fundamentally powered by AI…","Washington, DC",4
168,Full-Stack Web Developer,MissionWired,,"Overview: * We are looking for a junior to mid-level Full-Stack Web Developer with the ability to deliver compelling user experiences for internal stakeholders,…","Washington, DC",5
169,Cloud Developer 2,Cornerstone Defense,,"Our Team specializes in software development, cloud architecture, systems and network engineering, systems integration, agile management, as well as targeting…","Washington, DC 20535 (Downtown area)+1 location",2
170,Technical Developer-NRO,Central Intelligence Agency,"$59,534 a year",Technical Developers-NRO drive engineering programs and turn user needs into research and development and production satellites while serving at the National…,"Washington, DC 20505 (Foggy Bottom area)+2 locations",4
171,DATABASE DEVELOPER - W2/1099 POSITION,DATEC,,"This position requires a BA/BS in computer science or equivalent experience, and more than 5 years professional software development experience in scripting…","Washington, DC•Temporarily Remote",2
172,Python Developer (Entry-Level),"Information Management Services, Inc","From $55,000 a year","Design and develop software applications, working on projects that range from small agile products to large fully validated systems using the Python programming…","Beltsville, MD 20705•Temporarily Remote",3
173,Junior Software Developer,Revature,,"College degree (Associates or Bachelors).
Must be authorized to work in the US.
Strong desire to learn to code – No prior professional experience required.","Hyattsville, MD",7
174,Software Developer I,"Odyssey Systems Consulting Group, Ltd.",,"Ability to create process maps utilizing Visio or other similar software.
Update, install, and test Government approved third-party plugins and software.","Maryland City, MD",6
175,Software Engineer,PMcertDC,,"Software Engineer- Must have ability to gain a clearance (citizenship required).
You must be skilled in at least one coding language.","Washington, DC 20500 (Downtown area)",5
176,QlikView Developer,"Dovel Technologies, LLC",,Analyze results of the data that are collected during experimental studies; perform statistical analysis using statistical analysis software.,"Bethesda, MD 20892",3
177,Web Developer (508 Compliance Health),Effinxt Software Solutions LLC,$60 - $65 an hour,"Experience to provide guidance on daily work coding of developers.
Must be located in the immediate DC metro area.
Leads test plans and test case scenarios.","Washington, DC•Temporarily Remote",3
178,Front End Developer,IBR (Imagine Believe Realize),,"Ability to work with a diverse team of analysts, testers, developers, architects, and other UX/UI team members.
*Years' Experience: *5+ years.","Suitland, MD•Remote",7
179,Senior Tableau Developer,Noetic Strategies Inc.,,"Noetic is seeking a highly skilled developer to support a customer in the Washington, DC area.
The position will work at a customer facility alongside other…","Washington, DC 20223 (Downtown area)",4
180,Software Distribution Architect,"A-TEK, Inc.",,"Prepare software for cloud-ready production distribution.
Experience in engineering and software architecture design.
System set-up (e.g. workflows).","Rockville, MD 20852",2
